feature,class
"[-1.4492160e+02  6.6675064e+01  4.4269436e+01  2.2512159e+01
  6.5049381e+00  8.8470964e+00  1.1890135e+01  5.8388309e+00
  3.0452945e+00  6.4549541e+00  3.5658360e+00  2.5241907e+00
  3.8298788e+00  3.7193320e+00  6.8217368e+00  5.0646563e+00
  4.7777045e-01  1.0816031e+00  1.9556488e+00 -7.3385961e-02
  1.5065008e-01 -8.7325484e-01 -7.3580116e-01 -1.1213583e+00
 -6.8228990e-01 -2.1413407e+00 -9.4484520e-01 -1.9796467e+00
 -2.0143049e+00 -1.8010973e+00  1.0609705e+00  1.6863178e+00
  1.9102727e+00  2.3532684e+00 -1.6780117e-01 -1.0000764e+00
 -7.6986623e-01 -2.6390171e+00 -2.6403720e+00 -1.1396332e+00]",hiphop
"[-1.0479348e+02  6.4036171e+01  2.8804501e+01  1.0560030e+01
  1.5176523e+01  1.3067325e+01  8.0255327e+00  5.2390757e+00
  6.7465467e+00  5.1255465e+00  4.4508810e+00  4.4701214e+00
  3.3572874e+00  2.4277630e+00  1.8994245e-01 -1.5184566e+00
 -2.5634263e+00 -1.1918981e+00 -2.1913831e+00 -1.8783262e+00
 -5.0759788e+00 -2.7192676e+00 -3.6991937e+00 -3.7065454e+00
  1.1102788e+00  5.0005322e+00  4.7968721e+00  6.0907583e+00
  1.5949386e+00 -1.3140199e+00 -1.0317796e+00 -9.5226723e-01
  1.0217468e+00  6.1384958e-01 -2.1761308e+00 -6.5061033e-02
 -8.9189440e-01 -5.4878235e-01  1.7908297e+00 -2.7255893e-01]",hiphop
"[-1.6152745e+02  1.0406318e+02 -1.0907193e+01  4.3697933e+01
  1.3963114e+01  1.4444334e+01  7.5068660e+00  9.4815245e+00
  6.4333916e+00  6.9894309e+00  1.3591906e+00  4.4343042e+00
 -2.9288795e+00 -3.2165439e+00  3.8544670e-02  4.1522975e+00
 -6.4352865e+00 -4.9631882e+00 -4.2097697e+00 -2.2778883e+00
 -3.9066608e+00 -3.9606800e+00 -5.3530612e+00  5.7359796e-02
 -4.5292291e-01 -3.2890210e+00 -9.4883025e-01  1.5685263e+00
 -3.6936328e+00 -8.8889894e+00 -1.4956788e+00  9.7664189e-01
 -1.6549934e+00  3.5896647e+00  4.2780437e+00 -3.1590509e+00
 -6.7268677e+00 -7.4351376e-01  9.6834421e-01 -5.2681365e+00]",hiphop
"[-101.071526     72.41138      -2.371432     46.02547       5.5287857
   24.215315      3.5469203    14.532067      5.650925     13.522768
    4.9679728     9.9139805     2.933857     -3.011142     -1.2484566
    2.3096154    -2.816137      1.7621337     0.8564974    -4.3606477
   -3.843638     -4.8106036    -2.4106452    -3.5868888    -5.508635
   -2.9742603    -1.1842837     1.3933196     0.33662263   -2.4732249
   -6.3733134    -7.892122     -3.9290953    -1.2366369    -1.2214961
   -1.3510182    -3.887323     -2.4768922    -3.7343516    -4.7033353 ]",hiphop
"[-113.623055     87.05368      -0.64112383   52.261642     19.37811
   19.67521      15.385646     13.703338      6.950013      9.077205
    7.971615      4.4166307    -0.1543115    -0.4344198     0.22512794
   -0.8328568    -2.1803095    -1.9919994    -4.4398932    -4.299701
    1.8623211     4.2982078     1.5556475    -1.723256     -3.3552923
   -3.4286616    -4.3477077    -6.7973175    -2.377622     -2.506738
   -5.476262     -2.721391     -3.2266228    -3.595463     -3.7719269
   -3.5221078    -3.0454826    -2.6929712    -3.0837522    -2.9244967 ]",hiphop
"[-109.82442      63.054916    -13.828153     43.01986       6.1724057
   23.183786      8.03316      10.669684      0.968362      5.329999
   -1.8259578    -1.4317563    -1.8608029    -3.1810365    -4.737015
   -3.8031566    -5.5285573    -3.1891098    -3.2604816    -3.9268665
   -5.525855     -3.7319891    -4.4341464    -3.4057658    -0.8460478
   -1.8906552    -2.0634408    -2.331225     -2.3636487    -2.2198832
   -2.6815984    -2.6799626    -4.8010545    -3.9134371    -4.3295546
   -3.3785799    -3.5653281    -3.623327     -2.1222935    -0.55504525]",hiphop
"[-1.33191422e+02  9.39536896e+01 -2.24071765e+00  5.02022171e+01
  1.24995527e+01  1.50404854e+01  1.14991150e+01  1.02495985e+01
  7.95688486e+00  1.07911482e+01  1.96359015e+00  5.19794750e+00
  1.06222677e+00  2.16704321e+00 -1.51643074e+00 -4.50469941e-01
 -2.46521878e+00 -3.87450147e+00 -1.70670044e+00 -2.76850367e+00
 -3.91397333e+00 -4.53036022e+00 -3.82074189e+00 -7.94754505e+00
 -4.30308628e+00 -3.16103196e+00 -1.13659799e+00 -1.92515433e+00
 -3.14527559e+00 -2.50433588e+00 -1.58566105e+00  5.89405373e-02
 -2.58984876e+00 -2.75443482e+00 -1.12574339e+00 -6.09133482e-01
 -3.24498391e+00 -3.70553017e+00 -1.71544874e+00  2.79849589e-01]",hiphop
"[-1.53543945e+02  9.27962799e+01 -1.58539295e+01  5.79331856e+01
  8.58076286e+00  1.84615688e+01  1.32791157e+01  1.11650991e+01
  7.61866617e+00  1.29681997e+01  5.65740156e+00  7.01702547e+00
  2.88519621e+00  1.61299539e+00  1.32888593e-02  3.02664900e+00
 -2.33865783e-01 -1.38989258e+00 -2.31856203e+00 -1.33011627e+00
 -2.71649694e+00 -1.48535585e+00 -1.51648927e+00 -1.27689743e+00
 -7.43751168e-01  1.11987712e-02 -1.56998694e+00 -3.03968000e+00
 -3.81057334e+00 -2.80080795e+00 -3.37767935e+00 -4.35571879e-01
  3.67751509e-01 -1.57134652e-01 -3.71246266e+00 -4.90078020e+00
 -4.97915077e+00 -3.52063918e+00 -4.16675425e+00 -2.06103635e+00]",hiphop
"[-1.27280014e+02  9.57921829e+01 -1.27820473e+01  3.79268570e+01
  2.05656109e+01  2.32018528e+01  8.26945686e+00  9.61263752e+00
  8.66872501e+00  5.51003265e+00  6.67691040e+00  4.02426243e+00
  1.73377645e+00  7.08921313e-01 -4.31771427e-01  2.24073672e+00
 -1.60011768e+00 -1.21768069e+00 -2.21438098e+00 -7.44983613e-01
  1.08392167e+00  1.57439947e+00 -5.34878349e+00 -2.95147443e+00
  6.03864193e-01 -5.13022482e-01  1.17496622e+00 -1.70276868e+00
  1.05319059e+00 -1.06810547e-01  3.23884070e-01 -2.20629597e+00
 -6.36730814e+00 -1.86286473e+00 -4.72404480e+00 -1.84566987e+00
 -3.42448974e+00 -2.52650231e-01 -1.07938492e+00 -1.06450820e+00]",hiphop
"[-1.4411632e+02  7.3390450e+01  4.6577063e+00  2.4017290e+01
  1.2901474e+01  1.4007320e+01  8.6246967e+00  6.8996310e+00
 -1.2319987e+00 -8.5806054e-01  1.1545575e+00  2.5797813e+00
 -1.1144273e+00  3.1324372e+00 -4.2417855e+00 -4.6726349e-01
  1.6489609e+00  1.2019845e+00 -4.8108378e-01 -2.0395997e+00
 -8.0165416e-01  1.2391272e-01 -1.0303317e+00 -4.5541449e+00
 -4.1945171e+00 -3.6604342e+00 -5.0070982e+00 -5.8107243e+00
 -3.1596906e+00 -2.1126733e+00 -6.7831788e+00 -3.9171131e+00
 -2.4672263e+00 -2.7085311e+00 -2.0673728e+00 -1.3892566e+00
  2.1366355e+00  1.1129889e+00  1.2228298e+00  1.4103260e+00]",hiphop
"[-9.8853745e+01  7.1112129e+01 -1.0053335e+01  3.1729233e+01
  5.1477127e+00  1.8780881e+00 -8.9037504e+00 -4.2622499e+00
 -5.9646845e+00 -4.2666512e+00 -6.6418380e-01 -1.8670928e+00
 -5.1587844e-01  2.5775321e+00 -1.0610515e+00  2.2003837e+00
 -3.9452794e+00  1.2060615e+00  2.7784666e-01  6.5609112e-02
  3.2292116e-01  3.5166273e-01 -3.4339058e-01 -2.8421378e+00
 -1.3494263e+00 -1.1278151e+00 -1.2618536e+00 -3.9821535e-01
  1.5098172e-01  2.5458095e+00  3.0522454e+00  1.1996852e+00
 -1.8389158e-01  6.9048375e-01  3.9824823e-01 -6.6791743e-01
 -3.6230117e-01  1.0133858e+00  3.4431453e+00  7.1912408e-01]",hiphop
"[-82.389885    69.9665      10.69905     48.823395     4.6501894
  13.297806    -1.7968225    5.1300416   -1.084799    -2.7969444
  -2.5503407    0.22138514  -3.1227164    2.3073792   -2.7005348
  -0.7789592    1.7283931   -5.130926    -5.698677    -3.7948177
  -5.275442    -5.3497252   -4.3199196   -5.957617    -4.959086
  -6.3063745   -5.074898    -3.6119988   -3.6588335   -1.7437215
   0.68997145   2.8271718    5.5525565    3.6907814   -0.17129622
  -0.42024937  -3.3237617   -1.5652875   -0.24735993  -0.5870124 ]",hiphop
"[-140.10194     77.09097     42.042377    31.247862    12.197926
   10.2141695    3.738435     8.296796    -1.5552227   -1.7604901
    3.6245475    4.591823    -2.5488021    1.8554649   -2.7649345
   -3.618874    -2.6323535   -1.5260718   -2.6521537   -5.081056
   -3.3181615   -3.0635192   -4.7666545   -4.9647417   -3.694558
   -5.689608    -3.6554902   -3.7216702   -5.1899934   -2.203679
   -2.689874    -2.2384644   -3.059373    -2.5913372   -1.7576525
   -1.1967418   -2.415286    -1.4257153    0.5224259   -0.5599218]",hiphop
"[-111.97783      89.09961      13.175455     36.359657     -3.2765715
    3.877864      0.56019145    6.327396     -2.1887617     2.9669955
   -1.6431161    -0.37794453   -3.478565      0.7700504    -0.22705075
   -3.190697     -3.702309     -3.9954925    -3.0225985    -2.4588232
   -2.0965858    -0.72882307   -3.1916132    -2.6567986    -1.7701001
   -3.0313022     0.6682212    -1.3639517    -1.9478494    -0.57653975
   -2.123049     -3.4617867    -3.9292212    -3.5497053    -1.4072808
   -0.9832574    -0.28767124   -1.3690691    -2.0274115    -2.0159132 ]",hiphop
"[-74.66587    58.725624    9.914969   21.557991   15.055373    4.9287863
   2.2788138   5.4631743   3.1182055   0.5998957   2.4616168   4.2016363
   3.4685113   3.595682    2.7739656   1.8868796  -1.6994163  -1.1438513
  -1.3498927  -4.013917   -6.5760784  -5.8548055  -3.8283386  -0.7851467
   1.8652053   4.822546    5.372335    1.4951117   1.7620294  -1.5524434
  -1.8393294  -2.2950547  -1.6967279  -1.7989119  -1.0075843  -1.7105788
  -2.2910316  -2.875694   -3.635906   -1.6208332]",hiphop
"[-6.6128380e+01  7.4913002e+01  2.0638704e+01  3.9302139e+01
  8.1654987e+00  1.5136998e+01 -3.7553474e-01  5.5735135e+00
  1.4621953e+00 -6.4992875e-01 -1.5591092e+00  1.4431081e+00
 -2.4078414e+00 -2.1948061e+00 -4.3242593e+00 -4.4145594e+00
 -5.1266079e+00 -4.2934585e+00 -6.3408685e+00 -5.0160508e+00
 -6.2664266e+00 -5.0782042e+00 -3.1688600e+00 -3.1834910e+00
 -1.7327404e+00 -2.7390447e+00 -3.3637145e+00 -3.2540965e-01
 -2.8745129e+00 -1.5096887e+00 -3.5996532e-01 -2.9460890e+00
 -7.6600140e-01  1.0710048e-02  2.3639675e-02 -1.0827316e+00
 -1.5298326e+00 -2.4941139e+00 -2.7647939e+00 -1.3972883e+00]",hiphop
"[-59.28568     36.266663    39.8319      49.96692     10.147771
  16.897055     9.78029      4.4464774    2.4262035    1.7045093
   2.3705525    3.9136555    3.1900172    2.6282756    3.2219524
   1.4744266   -0.6930603   -3.158557    -2.0991607   -2.3765256
  -1.5671259   -5.9740496   -4.697107    -3.8067925   -6.5454745
  -7.5471463   -1.4668922   -3.9298484   -4.5243454    2.0240645
  -0.12606464  -1.7190381    1.0477865    0.6098576   -1.9479003
  -2.2224946   -0.5560922   -1.6351362   -2.628015    -3.6546159 ]",hiphop
"[-8.1726387e+01  8.2337334e+01  5.3536568e+01  2.5525997e+01
  1.5728674e+01  1.9205505e+01  8.4322672e+00  6.3902459e+00
  2.0682313e-01  1.3791877e-01  1.2020646e+00  1.5321110e+00
 -7.3049819e-01  1.3523006e+00 -3.8841522e-01 -3.1212656e+00
 -4.9184778e-01 -7.4693352e-01 -3.7749355e+00 -2.5100982e+00
 -4.4787354e+00 -4.7376480e+00 -5.6239824e+00 -5.1091061e+00
 -2.8751826e+00 -3.8304973e+00 -5.0199685e+00 -7.9376066e-01
 -2.0885096e+00 -2.3726881e+00  6.4312406e-02 -4.0939026e+00
 -5.5131757e-01  3.0315182e+00  3.3520684e-01  1.4273902e+00
  1.8787736e+00 -3.5175127e-01 -2.7224052e+00 -2.2357957e+00]",hiphop
"[-78.83389     51.52047     42.246727    30.081593    20.089994
   6.973851     8.016349     6.873313    -4.6300087    3.650249
   3.6282668    4.3236527    2.5973763    0.7570468   -9.165191
  -2.1635935   -2.6757808   -5.526809    -1.324878    -2.4781911
  -9.021466    -2.5961413    0.08145113  -7.3897986   -2.7463546
  -2.4172585   -7.372855    -1.2194985   -5.3116474   -5.6082263
  -1.2086815   -9.555872    -2.333701    -4.412724    -2.3670497
  -6.3044457   -4.694502    -3.2710328   -8.732856    -2.7758167 ]",hiphop
"[-1.1805631e+02  1.0220693e+02  2.0763098e+01  3.6992615e+01
  2.4375978e+01  7.8266516e+00  1.5940077e+01 -1.5931472e+00
  6.7580748e+00 -7.7758026e-01  8.5748682e+00  1.4911983e+00
 -4.2114172e+00  3.0170677e+00  1.0018681e+00 -9.8992103e-01
 -5.4628439e+00 -1.2905504e+00 -4.2436042e+00 -5.0212970e+00
 -1.0983444e+00  1.3840706e+00 -1.5897381e-01 -3.2978568e+00
  3.7873425e-02 -3.8695757e+00 -5.8599625e+00 -1.3630748e+00
 -3.4657719e+00 -5.2163057e+00 -4.5721302e+00 -3.5463455e+00
 -2.1179843e+00 -3.4330342e+00 -2.9490564e+00 -2.0717332e+00
 -3.9353826e+00 -1.2639642e+00 -1.5033038e+00 -4.5487647e+00]",hiphop
"[-7.8213043e+01  7.0184418e+01  4.5899071e+01  4.2074699e+01
  1.5084578e+01  1.0687758e+01 -6.9573373e-01 -6.1182243e-01
  3.6743760e-01 -3.5835874e-01  1.0923243e+00 -6.7349428e-01
 -8.1495649e-01 -8.1904215e-01 -4.2491498e+00 -6.0848532e+00
 -2.9591346e+00 -3.7049596e+00 -4.6043954e+00 -4.9800391e+00
 -5.5173674e+00 -6.2349858e+00 -4.3143363e+00 -3.7217917e+00
 -2.0706787e+00 -1.9768752e+00 -4.8320773e-01 -5.3170335e-01
 -1.1284184e+00  1.1142018e+00 -6.0374059e-02 -1.9796693e+00
 -1.2360725e+00 -2.5013626e+00 -1.8337489e+00  4.8580718e-01
 -1.0500754e+00 -6.1388455e-02 -3.9457276e-01 -1.4327372e+00]",hiphop
"[-6.89111710e+01  6.23953362e+01  2.42762508e+01  5.37795448e+01
 -1.93510783e+00  1.28200827e+01 -4.35587406e+00  1.23553915e+01
 -2.19819129e-01  9.05580711e+00 -9.79752362e-01  3.93365645e+00
  1.91291285e+00  2.25345421e+00 -2.53237748e+00 -3.54081702e+00
 -2.93670273e+00 -3.65569377e+00 -3.42158341e+00 -3.71729231e+00
 -3.84070468e+00 -2.06502271e+00 -2.18591118e+00 -2.95660639e+00
  3.32841203e-02 -3.57138038e+00 -2.72884417e+00 -2.79351497e+00
 -6.86681032e-01  5.43256141e-02 -1.02474511e+00 -3.99800658e-01
 -7.29723513e-01 -1.54782510e+00 -3.54300529e-01  2.54764408e-01
 -2.52972752e-01  8.77758488e-02  4.37028348e-01  3.98037024e-02]",hiphop
"[-9.4559555e+01  5.1677036e+01  1.7531384e+01  2.8922720e+01
  2.0536478e+00  3.7297471e+00 -1.8468494e+00  4.3727431e+00
  8.7705994e+00  2.1283352e+00 -1.3841965e+00  4.6820245e+00
  4.0688467e+00  7.6912795e-03  2.0955463e-01 -4.4154212e-01
 -4.1218042e+00 -1.1049198e+00 -1.2459456e-01 -2.7599957e+00
 -3.9689109e+00 -4.4062071e+00 -1.3344709e+00 -5.4116421e+00
 -3.0532551e+00 -4.6745343e+00 -2.0633407e+00  8.5266821e-02
 -1.4816757e+00  6.4422321e-01  5.9347963e-01  4.4205007e-01
  1.4660336e+00  3.1935244e+00  2.5418558e+00  4.8015900e+00
  1.3063726e+00  2.0253041e+00  2.1605851e-01 -8.6831474e-01]",hiphop
"[-111.27533      89.93035       4.450366     14.5376835     9.927538
   -9.4755535     2.9035454    -0.1585431    -3.0790896     3.2574103
   -1.5119747     1.5706158     2.3876393    -1.1697704     0.8656742
    0.6658926    -5.165467      2.7177017     2.351001     -0.2527397
    0.2650883     4.159248      1.7785913     2.0664475     5.678238
    2.8685746     2.1440823     0.91138434   -0.6975877     2.1421797
    0.3371602    -3.8358672    -4.135189     -2.592342      0.21323267
    2.8695133     2.5031252     3.654132      3.9991665     4.399497  ]",hiphop
"[-25.85015     70.90157      9.568535    17.494287    -1.6235468
  -0.5374489    0.2639298   -4.636478    -0.57947606  -3.067374
  -2.406686     0.3842354   -2.147279    -0.33359474  -2.3723738
   1.9410754    1.3159381   -1.2813125   -2.0177338   -0.1935894
  -2.3365052   -1.3961211   -0.5341376   -3.5119507   -2.2483885
  -3.6656485   -3.306391    -0.80999905  -0.4756018   -1.545847
  -4.5133805   -1.4199361    1.1548923    0.50639474  -0.81684905
  -3.3301952   -3.5035799   -1.8789583   -1.8840024   -2.887217  ]",hiphop
"[-111.27533      89.93035       4.450366     14.5376835     9.927538
   -9.4755535     2.9035454    -0.1585431    -3.0790896     3.2574103
   -1.5119747     1.5706158     2.3876393    -1.1697704     0.8656742
    0.6658926    -5.165467      2.7177017     2.351001     -0.2527397
    0.2650883     4.159248      1.7785913     2.0664475     5.678238
    2.8685746     2.1440823     0.91138434   -0.6975877     2.1421797
    0.3371602    -3.8358672    -4.135189     -2.592342      0.21323267
    2.8695133     2.5031252     3.654132      3.9991665     4.399497  ]",hiphop
"[-79.72858     62.312958    -5.1254992   18.232164    12.871769
 -14.090276     4.9098263    1.6790172   -5.7725415    0.82087576
  -3.799455     2.015118     3.4152286   -2.8603146    1.2713984
   1.7471728   -2.2659647   -1.0283939   -4.603296    -2.8218293
  -1.5201931   -1.8154329   -0.41330382   1.4728498   -2.5111637
  -2.0045292   -0.16845061  -0.7242335    1.9245328    3.0206516
   3.351095     2.1152694    1.3219595    0.85398257   0.11429456
  -0.9662924   -1.3835101   -0.4465197   -1.2095741   -1.8850466 ]",hiphop
"[-64.0287      50.810192     6.6335435   27.82341      6.641089
   0.30421928   2.8312953    3.2257662    0.16213265   0.6087187
   0.09283668  -5.0643573    2.6649313   -1.6399987    3.1024876
   5.156638    -0.8414916    4.844521     0.24584658  -4.8553863
  -3.661733    -0.9852407   -2.5240219   -2.9656377   -0.9450328
  -4.2345805   -1.9683481   -0.54782873  -1.7542926    1.3138931
   3.7844727    5.3964615    6.9221       4.847765     2.0141156
   1.207784     0.4287211   -0.86071825   0.33860826   1.2760885 ]",hiphop
"[-2.1599901e+02  1.2253193e+02  9.0698826e-01  3.9340004e+01
  9.2767792e+00  2.6041027e+01 -4.0447974e+00  1.8255962e+01
 -6.5186958e+00  1.3916698e+01 -3.0740814e+00  8.8890114e+00
 -4.3479905e+00  4.6949477e+00 -1.0883201e-01  9.1563082e-01
 -1.9219093e+00 -1.7733055e+00  1.1663700e+00 -4.0186839e+00
  2.3796196e+00 -1.4216487e+00  2.0606352e-02  6.7038745e-01
 -1.2654673e+00 -4.8933533e-01 -7.0517981e-01 -2.9758034e+00
 -2.8524215e+00 -2.1305194e+00 -8.6210209e-01 -5.6858355e-01
  1.0115447e+00 -5.0759476e-01  1.5685076e+00 -1.5749741e+00
  1.0466668e-02 -3.3939555e+00 -2.0723161e-01 -7.3749536e-01]",hiphop
"[-1.2277545e+02  9.5023163e+01 -2.9384428e+01  4.6777222e+01
 -1.6006794e+01  2.7109676e+01 -1.3129478e+01  2.0252937e+01
 -5.3892798e+00  1.5461106e+01 -6.9193435e+00  1.5639389e+01
 -6.7110047e+00  8.2795658e+00 -7.6148063e-01  9.4084311e+00
  1.2525133e+00  1.6708384e+00  4.8847535e-01  1.6206379e+00
 -6.4730639e+00  5.3764790e-01 -2.0203476e+00 -2.3519819e+00
  8.3537066e-01 -7.5301760e-01  5.6238580e+00  1.8606184e+00
  3.2271063e+00  2.2973964e+00  8.6428687e-02 -2.7138205e+00
 -3.5255760e-01 -1.0505401e+00  1.5113364e+00 -2.1070491e-01
  2.1249452e+00 -4.6225724e+00 -4.1436772e+00 -2.9748378e+00]",hiphop
"[-1.2199770e+02  8.9622223e+01 -2.5781710e+01  4.0958427e+01
 -4.2911839e+00  2.7560095e+01 -1.5568068e+01  2.2402187e+01
 -1.0835225e+01  1.9812077e+01 -8.6437454e+00  1.9082935e+01
 -8.4759359e+00  9.4249487e+00 -3.3957019e+00  9.7804952e-01
 -5.6407008e+00  2.0069950e+00 -4.3223901e+00  1.8813189e+00
 -2.5331876e+00  2.9895477e+00  2.0967567e+00  4.3858220e-03
  5.3674631e+00 -1.4339396e-01 -1.8640977e-04  2.6197544e-01
 -1.1831285e-01 -8.5666645e-01  1.5418137e+00 -1.0853578e+00
  4.0184844e-01 -2.8451357e+00 -1.2154000e+00  4.1734976e-01
  1.2861013e-01 -2.7640562e+00 -1.1509036e+00 -2.0830047e+00]",hiphop
"[-2.1428505e+02  1.0034033e+02 -3.3472843e+01  4.7243874e+01
 -8.9464874e+00  1.2985619e+01 -1.7303013e+01  1.1073051e+01
 -1.1712201e+01  8.8033676e+00 -7.8350797e+00  6.2592897e+00
 -1.1005687e-01  4.8908329e+00  1.1956737e+00  3.7816808e+00
  1.4663908e+00  3.4812346e+00  6.4959371e-01  4.1376963e+00
  1.8750430e+00  1.7400461e+00  2.3558517e+00 -9.0486735e-02
  2.5720575e+00  4.9852797e-01  2.8163137e+00  6.0214931e-01
  2.6076474e+00 -1.0087715e+00  2.7720981e+00 -1.0016609e+00
  1.0593553e+00  9.0237302e-01  6.1051063e-02  5.0285941e-01
  7.1781945e-01 -6.8242943e-01  1.3242168e+00  2.9278967e-01]",hiphop
"[-1.1432079e+02  8.0860405e+01 -1.8204161e+01  5.0670105e+01
 -1.4925235e+01  2.9262064e+01 -2.0069794e+01  1.8574259e+01
 -1.7683847e+01  1.6681061e+01 -1.1426418e+01  1.6298981e+01
 -4.4611216e+00  1.0556152e+01 -4.0645542e+00  9.1397610e+00
 -2.8472083e+00  6.2991971e-01 -2.0078590e+00  5.4902697e-01
 -8.9693016e-01  5.7438884e+00  2.4463089e+00  3.3621171e+00
  3.0534523e+00 -1.2996824e+00  1.5185168e+00 -8.3040170e-02
  2.1319680e+00 -8.0041778e-01  1.9398681e+00 -2.8026423e+00
 -1.0512618e+00  3.1636807e-01 -2.2637847e-01 -2.2241905e+00
 -2.6279418e+00 -1.5124464e+00  6.3171691e-01 -3.9612668e+00]",hiphop
"[-1.9895903e+02  9.2613266e+01 -1.9521549e+01  3.9532478e+01
 -6.3655758e-01  3.3590065e+01 -6.4646487e+00  2.7523464e+01
 -2.3977473e+00  1.4995195e+01 -2.9880178e+00  1.4893810e+01
 -3.3824236e+00  9.2876072e+00  8.3695483e-01  8.2864103e+00
 -5.8554345e-01 -1.6162293e+00  1.2545995e+00  3.0456841e+00
 -3.0418177e+00 -2.2255735e+00  1.1624382e+00  7.3232955e-01
  2.8720641e+00  2.1243560e+00 -1.6796464e+00 -6.5888662e+00
 -3.9231627e+00 -4.1038585e+00  2.9536813e-01  1.6795725e+00
  2.1496229e+00 -2.3609064e+00 -1.8187584e+00 -6.7514024e+00
 -3.0647488e+00 -2.1424623e+00  2.5528994e+00  2.4474083e-02]",hiphop
"[-168.2848       70.928505     -3.0489557    54.81575     -12.119345
   30.501707     -1.5368698    28.829435     -8.936954     18.75314
   -6.6041923    14.595448     -3.5817895    14.184685     -3.972787
    6.924735     -4.175952      5.8652477    -1.5169771     1.2829199
   -2.1337478     2.0186064    -0.24838807   -0.7638946    -3.069906
    0.54985064   -0.9038407    -2.975434      2.2733011    -0.38912743
   -1.1544777    -1.8896112     1.1717573    -1.6484473     0.27954197
   -0.6288375    -1.6086746    -3.9442255    -1.634905     -3.3536658 ]",hiphop
"[-8.9904930e+01  7.9772377e+01 -2.5733450e+01  4.7740089e+01
 -1.0016579e+01  3.1554688e+01 -2.2208488e+01  2.6642220e+01
 -1.0969624e+01  1.8825157e+01 -1.5554683e+01  1.4415654e+01
 -1.0034326e+01  8.8980570e+00 -8.9327898e+00  7.2319345e+00
 -5.0056911e+00  3.1360536e+00 -4.7301402e+00 -1.5844126e+00
 -4.9467421e+00  4.1427091e-01 -2.1643181e+00  1.5572590e-01
  2.1199994e+00 -1.8910978e+00 -1.5460606e-01  5.9229547e-01
  1.7757139e+00 -1.5198420e-01  9.1235501e-01 -2.0714834e+00
 -1.9850287e+00 -1.8884385e+00  5.4499996e-01 -5.7995665e-01
 -1.5344465e-02 -1.6564463e+00 -8.7042099e-01 -3.8953016e+00]",hiphop
"[-1.0314578e+02  7.4096313e+01 -2.2450449e+01  5.1598633e+01
 -7.0803447e+00  3.2669762e+01 -1.4982949e+01  1.9638306e+01
 -7.0651374e+00  2.2265232e+01 -7.3165903e+00  1.7616529e+01
 -3.5863347e-02  1.4716657e+01 -4.2357807e+00  1.0654611e+01
 -6.3276010e+00  1.0404119e+00 -1.8256198e+00  5.5567803e+00
 -2.1261277e+00  4.5576792e+00  1.6005503e+00  3.7465522e+00
  5.3307824e+00  4.3236337e+00  4.6563253e+00  4.5099235e+00
  9.8759860e-01 -5.7377925e+00 -4.2685714e-01  1.7240939e-01
  2.8408008e+00 -9.0136153e-01 -2.9026644e+00 -2.8161139e+00
  2.6164057e+00  3.8821690e+00  7.9730421e-04 -3.0571039e+00]",hiphop
"[-1.0951281e+02  9.7391228e+01 -2.0617918e+01  3.7375572e+01
 -3.1134143e+00  2.8608015e+01 -1.4167001e+01  2.3848665e+01
 -8.7356100e+00  1.9896891e+01 -1.1290993e+01  1.7932451e+01
 -3.4741397e+00  8.2324677e+00 -8.9451103e+00  9.2654886e+00
 -4.9853783e+00  1.8423553e+00 -2.2441216e+00  6.6968077e-01
  3.5621110e-01  5.1659522e+00  2.0619197e+00  2.1705229e+00
  2.7292636e-01 -9.8643029e-01  1.2018620e+00  1.1964000e-01
  8.8076258e-01  7.1916878e-02  2.5294948e-01 -1.6008676e+00
  2.6462693e+00  4.6243134e-01  1.1262476e+00 -4.6757326e-01
  1.2609696e+00 -1.3636814e+00  1.3630954e+00 -1.4500473e+00]",hiphop
"[-1.05535225e+02  7.66729507e+01 -2.47817459e+01  5.52095909e+01
 -8.25984764e+00  2.88976421e+01 -1.57444153e+01  2.62992916e+01
 -8.47825241e+00  2.04523735e+01 -8.14739895e+00  1.39092178e+01
 -6.56235933e+00  9.86611271e+00 -4.86047411e+00  5.87474728e+00
 -1.94240093e+00  3.96415615e+00 -3.60987544e+00 -2.29098225e+00
 -9.52329710e-02 -4.40124810e-01 -1.19928432e+00 -3.15818161e-01
 -8.95728469e-01 -3.39310408e+00 -2.49568391e+00 -2.94744396e+00
 -3.83718944e+00 -3.13089132e+00  3.87468547e-01 -4.28324413e+00
  3.14958513e-01 -3.27823114e+00 -4.15566236e-01 -2.84749889e+00
  2.91052103e-01 -1.41537702e+00  1.63569987e+00 -2.73903346e+00]",hiphop
"[-1.45037750e+02  8.40701218e+01  1.08738365e+01  4.36023445e+01
  6.29249573e+00  3.61259499e+01 -1.46476698e+01  2.68055878e+01
 -1.03271427e+01  2.46901531e+01 -8.71804428e+00  1.87860413e+01
 -4.39237642e+00  9.87654781e+00 -8.12644672e+00  8.81314564e+00
 -7.87832928e+00  2.87179565e+00 -4.34358215e+00 -1.12057638e+00
 -7.75122070e+00  1.39757693e-01 -2.05573177e+00 -1.47135168e-01
 -9.90417898e-02 -1.79695547e+00 -3.55165124e-01 -1.06653333e+00
 -1.08407974e+00 -2.55353260e+00 -6.09001398e-01 -1.79188740e+00
  4.42610562e-01  4.53177482e-01 -4.72244442e-01 -9.92900312e-01
 -2.33921361e+00 -1.63984823e+00 -6.87527657e-01 -3.14180613e+00]",hiphop
